
TRACE LEVEL = 2
   2.04s TraceLog.cpp  214: Command line: ""
   6.40s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RZ+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RZ- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S0+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S0- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S1+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S1- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2027: Failed to read steering wheel range from driver. Using configured maximum steering wheel angle of 900 degrees.
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for X+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for X- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Y+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Y- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Z+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Z- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RX+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RX- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RY+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RY- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RZ+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RZ- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S0+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S0- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S1+ to min 0.500000, max 1.000000, center 0.500000
   6.40s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S1- to min 0.500000, max 0.000000, center 0.500000
   6.40s hwinput.cpp  3038: Restarting ffb system.
   6.40s hwinput.cpp  5537: Trying to add device with guid {D5DBEEC0-D5DB-11F0-8004-444553540000}
   6.40s hwinput.cpp  2112: Initializing DI Controller...
   6.42s hwinput.cpp  1942: Failed to initialize Logitech Steering SDK
   6.42s hwinput.cpp  2165: Controller name: Simucube 2 Pro / Simucube 2 Pro
   6.56s hwinput.cpp  2186: Controller unique name: Simucube 2 Pro-4FCD75134409FC89
   6.56s hwinput.cpp  2276: Disabled high precision input sampler for device Simucube 2 Pro
   6.56s hwinput.cpp  2027: Failed to read steering wheel range from driver. Using configured maximum steering wheel angle of 900 degrees.
   6.56s hwinput.cpp  2235: Initialization successfull. Device - Name:Simucube 2 Pro-4FCD75134409FC89  VIPDID D6016D0  InstanceID:{D5DBEEC0-D5DB-11F0-8004-444553540000}
   6.56s hwinput.cpp  2438: Muting Force Feedback on Simucube 2 Pro-4FCD75134409FC89. pM
   6.56s hwinput.cpp  5484: Adding device to list of known devices: Simucube 2 Pro-4FCD75134409FC89
   6.56s hwinput.cpp  4120: Applying config
   6.56s hwinput.cpp  9500: Applying presets to config
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Left Trigger to min 0.117647, max 1.000000, center 0.000000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Right Trigger to min 0.117647, max 1.000000, center 0.000000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Left Thumb X+ to min 0.619770, max 1.000000, center 0.500000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Left Thumb X- to min 0.380230, max 0.000000, center 0.500000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Left Thumb Y+ to min 0.619770, max 1.000000, center 0.500000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Left Thumb Y- to min 0.380230, max 0.000000, center 0.500000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Right Thumb X+ to min 0.632588, max 1.000000, center 0.500000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Right Thumb X- to min 0.367412, max 0.000000, center 0.500000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Right Thumb Y+ to min 0.632588, max 1.000000, center 0.500000
   6.56s hwinput.cpp  1911: Setting gamepad axis config for Right Thumb Y- to min 0.367412, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2027: Failed to read steering wheel range from driver. Using configured maximum steering wheel angle of 900 degrees.
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for X+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for X- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for Y+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for Y- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for Z+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for Z- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RX+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RX- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RY+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RY- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RZ+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for RZ- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S0+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S0- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S1+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on P2000 Haptic-2551E35938BECCC4 for S1- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2027: Failed to read steering wheel range from driver. Using configured maximum steering wheel angle of 900 degrees.
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for X+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for X- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Y+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Y- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Z+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for Z- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RX+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RX- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RY+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RY- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RZ+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for RZ- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S0+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S0- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S1+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on CONSPIT 300GT-B84DF9363E4C8D84 for S1- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2245: Controller configured to use leds, but there's no support. Device name: Simucube 2 Pro-4FCD75134409FC89
   6.56s hwinput.cpp  2019: Using configured maximum steering wheel angle of 900 degrees.
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for X+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for X- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for Y+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for Y- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for Z+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for Z- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for RX+ to min 0.000000, max 1.000000, center 0.000000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for RX- to min 0.000000, max 0.000000, center 0.000000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for RY+ to min 0.000000, max 1.000000, center 0.000000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for RY- to min 0.000000, max 0.000000, center 0.000000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for RZ+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for RZ- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for S0+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for S0- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for S1+ to min 0.500000, max 1.000000, center 0.500000
   6.56s hwinput.cpp  2665: Setting direct input axis config on Simucube 2 Pro-4FCD75134409FC89 for S1- to min 0.500000, max 0.000000, center 0.500000
   6.56s hwinput.cpp  3038: Restarting ffb system.
   6.56s hwinput.cpp  2516: Removing 0 existing effects and creating new ones if applicable.
   6.56s hwinput.cpp  2946: Creating alternate ffb steering vibe effect on Simucube 2 Pro-4FCD75134409FC89
   6.56s hwinput.cpp  2894: Creating ffb steering vibe effect on Simucube 2 Pro-4FCD75134409FC89
   6.56s hwinput.cpp  2996: Creating ffb jolt effect on Simucube 2 Pro-4FCD75134409FC89
   6.56s hwinput.cpp  3106: Activating 3 ffb effects on Simucube 2 Pro-4FCD75134409FC89
   6.57s hwinput.cpp  5537: Trying to add device with guid {56499630-B1DC-11F0-8001-444553540000}
   6.57s hwinput.cpp  2112: Initializing DI Controller...
   6.57s hwinput.cpp  1942: Failed to initialize Logitech Steering SDK
   6.57s hwinput.cpp  2165: Controller name: VRS DirectForce Pro Pedals / VRS DirectForce Pro Pedals
   6.59s hwinput.cpp  8082: DirectInput enumerated 3 game controller(s)
   6.59s specialfx.cp 3670: Entered SpecialFX::Enter()
   6.59s dynman.cpp    543: Entered DynMan::Enter()
   6.59s sound.cpp    1319: Entered Sound::Enter()
   6.62s SoundEngineA 1973: Successfully initialised OpenAL
   6.62s SoundEngineA 2042: ALC_EXT_debug supported. Enabling advanced logging
   6.62s SoundEngineA  296: OpenAL Found: OpenAL Community
Version: 1.1 ALSOFT 1.24.3
Renderer: OpenAL Soft
   6.62s SoundEngineA  298: Available OpenAL extensions: EAX-RAM AL_EXT_ALAW AL_EXT_BFORMAT AL_EXT_debug AL_EXT_direct_context AL_EXT_DOUBLE AL_EXT_EXPONENT_DISTANCE AL_EXT_FLOAT32 AL_EXT_IMA4 AL_EXT_LINEAR_DISTANCE AL_EXT_MCFORMATS AL_EXT_MULAW AL_EXT_MULAW_BFORMAT AL_EXT_MULAW_MCFORMATS AL_EXT_OFFSET AL_EXT_source_distance_model AL_EXT_SOURCE_RADIUS AL_EXT_STATIC_BUFFER AL_EXT_STEREO_ANGLES AL_LOKI_quadriphonic AL_SOFT_bformat_ex AL_SOFT_bformat_hoa AL_SOFT_block_alignment AL_SOFT_buffer_length_query AL_SOFT_callback_buffer AL_SOFTX_convolution_effect AL_SOFT_deferred_updates AL_SOFT_direct_channels AL_SOFT_direct_channels_remix AL_SOFT_effect_target AL_SOFT_events AL_SOFT_gain_clamp_ex AL_SOFTX_hold_on_disconnect AL_SOFT_loop_points AL_SOFTX_map_buffer AL_SOFT_MSADPCM AL_SOFT_source_latency AL_SOFT_source_length AL_SOFTX_source_panning AL_SOFT_source_resampler AL_SOFT_source_spatialize AL_SOFT_source_start_delay AL_SOFT_UHJ AL_SOFT_UHJ_ex
   6.62s SoundEngineA  300: Available ALC extensions: ALC_ENUMERATE_ALL_EXT ALC_ENUMERATION_EXT ALC_EXT_CAPTURE ALC_EXT_debug ALC_EXT_DEDICATED ALC_EXT_direct_context ALC_EXT_disconnect ALC_EXT_EFX ALC_EXT_thread_local_context ALC_SOFT_device_clock ALC_SOFT_HRTF ALC_SOFT_loopback ALC_SOFT_loopback_bformat ALC_SOFT_output_limiter ALC_SOFT_output_mode ALC_SOFT_pause_device ALC_SOFT_reopen_device ALC_SOFT_system_events
